Missing Fraction,missing_data,linear,sim,kalman_filt,kalman_smooth,bayes,pgmi_bayes
0.1,0.012878889532869616,0.013390514784178615,0.015703943346724366,0.013501723874041567,0.012906185808435415,0.012879880147587902,0.011634378701477913
0.2,0.014909595415146377,0.01583394847892405,0.01981088561480332,0.01683847171510572,0.015216478421233068,0.014967228735249213,0.0134711276536666
0.30000000000000004,0.018264517740686655,0.020142388053181085,0.02532265801715102,0.027781514772181867,0.01860307768190059,0.01836720519052142,0.016505276385691065
0.4,0.02229363376562013,0.034002335704980756,0.027996792282769196,0.05615289586144738,0.024525254638947926,0.023120585241258585,0.020157894809559006
0.5,0.027260808962102725,0.0514628000037747,0.0322010407927629,0.07898971217564656,0.030420603637304738,0.02748065907958085,0.02467145777723224
0.6,0.03676377135660602,0.11755084321979524,0.03503345942667447,0.15017593689785758,0.04296852839497382,0.03968167354147617,0.033341775196785085
0.7000000000000001,0.05928199349259169,0.24869992626877196,0.0430844589181975,0.33274101467758876,0.07724295706263677,0.06946034413522603,0.05407181086571408
0.8,0.20156469320725184,0.7179584225152844,0.04690022415703463,0.6562787037638657,0.19691623594678576,0.2402375179353227,0.18572001070063635
0.9,0.7098467410171103,1.5004063888479664,0.052799392131330114,1.2933117608429485,0.7171412237058242,0.721546515532602,0.5758039242731009
